"ranking","name","count","total","male","female","langs"
"4918","청운","41","41","41","0","@{ko=청운; en=Cheongun}"
"4918","초우","41","41","14","27","@{ko=초우; en=Chou}"
"4918","치율","41","41","35","6","@{ko=치율; en=Chiyul}"
"4918","태순","41","41","38","3","@{ko=태순; en=Taesun}"
"4918","태흠","41","41","40","1","@{ko=태흠; en=Taeheum}"
"4918","한교","41","41","31","10","@{ko=한교; en=Hangyo}"
"4918","해을","41","41","9","32","@{ko=해을; en=Haeeul}"
"4918","향미","41","41","0","41","@{ko=향미; en=Hyangmi}"
"4918","현두","41","41","40","1","@{ko=현두; en=Hyeondu}"
"4918","휘림","41","41","22","19","@{ko=휘림; en=Hwirim}"
"4918","희헌","41","41","35","6","@{ko=희헌; en=Huiheon}"
"4975","가호","40","40","33","7","@{ko=가호; en=Gaho}"
"4975","강록","40","40","40","0","@{ko=강록; en=Gangrok}"
"4975","강림","40","40","33","7","@{ko=강림; en=Gangrim}"
"4975","관민","40","40","40","0","@{ko=관민; en=Gwanmin}"
"4975","권빈","40","40","40","0","@{ko=권빈; en=Gwonbin}"
"4975","귀현","40","40","32","8","@{ko=귀현; en=Gwihyeon}"
"4975","균하","40","40","39","1","@{ko=균하; en=Gyunha}"
"4975","근령","40","40","8","32","@{ko=근령; en=Geunryeong}"
"4975","근홍","40","40","37","3","@{ko=근홍; en=Geunhong}"
"4975","나오미","40","40","0","40","@{ko=나오미; en=Naomi}"
"4975","다람","40","40","9","31","@{ko=다람; en=Daram}"
"4975","담덕","40","40","39","1","@{ko=담덕; en=Damdeok}"
"4975","대범","40","40","40","0","@{ko=대범; en=Daebeom}"
"4975","동길","40","40","40","0","@{ko=동길; en=Donggil}"
"4975","레베카","40","40","1","39","@{ko=레베카; en=Rebeka}"
"4975","려훈","40","40","38","2","@{ko=려훈; en=Ryeohun}"
"4975","루진","40","40","23","17","@{ko=루진; en=Rujin}"
"4975","류나","40","40","1","39","@{ko=류나; en=Ryuna}"
"4975","류이","40","40","7","33","@{ko=류이; en=Ryui}"
"4975","륜호","40","40","39","1","@{ko=륜호; en=Ryunho}"
"4975","리향","40","40","0","40","@{ko=리향; en=Rihyang}"
"4975","마로","40","40","33","7","@{ko=마로; en=Maro}"
"4975","명후","40","40","39","1","@{ko=명후; en=Myeonghu}"
"4975","미노","40","40","33","7","@{ko=미노; en=Mino}"
"4975","미린","40","40","0","40","@{ko=미린; en=Mirin}"
"4975","미미","40","40","0","40","@{ko=미미; en=Mimi}"
"4975","범구","40","40","40","0","@{ko=범구; en=Beomgu}"
"4975","범현","40","40","40","0","@{ko=범현; en=Beomhyeon}"
"4975","본희","40","40","13","27","@{ko=본희; en=Bonhui}"
"4975","비채","40","40","5","35","@{ko=비채; en=Bichae}"
"4975","선근","40","40","40","0","@{ko=선근; en=Seongeun}"
"4975","설후","40","40","28","12","@{ko=설후; en=Seolhu}"
"4975","성이","40","40","11","29","@{ko=성이; en=Seongi}"
"4975","세겸","40","40","34","6","@{ko=세겸; en=Segyeom}"
"4975","세지","40","40","6","34","@{ko=세지; en=Seji}"
"4975","순원","40","40","39","1","@{ko=순원; en=Sunwon}"
"4975","아혜","40","40","0","40","@{ko=아혜; en=Ahye}"
"4975","애령","40","40","0","40","@{ko=애령; en=Aeryeong}"
"4975","양자","40","40","0","40","@{ko=양자; en=Yangja}"
"4975","연비","40","40","1","39","@{ko=연비; en=Yeonbi}"
"4975","영중","40","40","39","1","@{ko=영중; en=Yeongjung}"
"4975","온누리","40","40","7","33","@{ko=온누리; en=Onnuri}"
"4975","온주","40","40","19","21","@{ko=온주; en=Onju}"
"4975","용권","40","40","40","0","@{ko=용권; en=Yonggwon}"
"4975","용섭","40","40","40","0","@{ko=용섭; en=Yongseop}"
"4975","운재","40","40","40","0","@{ko=운재; en=Unjae}"
"4975","유세","40","40","40","0","@{ko=유세; en=Yuse}"
"4975","유야","40","40","39","1","@{ko=유야; en=Yuya}"
"4975","이루다","40","40","17","23","@{ko=이루다; en=Iruda}"
"4975","인구","40","40","40","0","@{ko=인구; en=Ingu}"
"4975","인권","40","40","39","1","@{ko=인권; en=Ingwon}"
"4975","장준","40","40","40","0","@{ko=장준; en=Jangjun}"
"4975","재식","40","40","40","0","@{ko=재식; en=Jaesik}"
"4975","정해","40","40","13","27","@{ko=정해; en=Jeonghae}"
"4975","조에","40","40","6","34","@{ko=조에; en=Joe}"
"4975","주학","40","40","40","0","@{ko=주학; en=Juhak}"
"4975","지경","40","40","15","25","@{ko=지경; en=Jigyeong}"
"4975","진연","40","40","18","22","@{ko=진연; en=Jinyeon}"
"4975","찬누리","40","40","38","2","@{ko=찬누리; en=Channuri}"
"4975","창균","40","40","40","0","@{ko=창균; en=Changgyun}"
"4975","채음","40","40","0","40","@{ko=채음; en=Chaeeum}"
"4975","크리스틴","40","40","0","40","@{ko=크리스틴; en=Keuriseutin}"
"4975","하결","40","40","29","11","@{ko=하결; en=Hagyeol}"
"4975","하휼","40","40","26","14","@{ko=하휼; en=Hahyul}"
"4975","해겸","40","40","38","2","@{ko=해겸; en=Haegyeom}"
"4975","혜음","40","40","2","38","@{ko=혜음; en=Hyeeum}"
"4975","호권","40","40","40","0","@{ko=호권; en=Hogwon}"
"4975","호주","40","40","27","13","@{ko=호주; en=Hoju}"
"4975","화성","40","40","32","8","@{ko=화성; en=Hwaseong}"
"4975","효율","40","40","19","21","@{ko=효율; en=Hyoyul}"
"4975","후민","40","40","37","3","@{ko=후민; en=Humin}"
"4975","후연","40","40","27","13","@{ko=후연; en=Huyeon}"
"4975","희조","40","40","13","27","@{ko=희조; en=Huijo}"
"5048","구원","39","39","34","5","@{ko=구원; en=Guwon}"
"5048","규종","39","39","39","0","@{ko=규종; en=Gyujong}"
"5048","근범","39","39","39","0","@{ko=근범; en=Geunbeom}"
"5048","낙현","39","39","39","0","@{ko=낙현; en=Nakhyeon}"
"5048","대언","39","39","39","0","@{ko=대언; en=Daeeon}"
"5048","도선","39","39","32","7","@{ko=도선; en=Doseon}"
"5048","동식","39","39","39","0","@{ko=동식; en=Dongsik}"
"5048","두하","39","39","34","5","@{ko=두하; en=Duha}"
"5048","래연","39","39","8","31","@{ko=래연; en=Raeyeon}"
"5048","레인","39","39","14","25","@{ko=레인; en=Rein}"
"5048","로렌","39","39","1","38","@{ko=로렌; en=Roren}"
"5048","명운","39","39","37","2","@{ko=명운; en=Myeongun}"
"5048","문겸","39","39","36","3","@{ko=문겸; en=Mungyeom}"
"5048","미카엘","39","39","37","2","@{ko=미카엘; en=Mikael}"
"5048","부승","39","39","37","2","@{ko=부승; en=Buseung}"
"5048","산해","39","39","36","3","@{ko=산해; en=Sanhae}"
"5048","상필","39","39","38","1","@{ko=상필; en=Sangpil}"
"5048","소요","39","39","9","30","@{ko=소요; en=Soyo}"
"5048","순재","39","39","37","2","@{ko=순재; en=Sunjae}"
"5048","아한","39","39","16","23","@{ko=아한; en=Ahan}"
"5048","어준","39","39","36","3","@{ko=어준; en=Eojun}"
"5048","엘리자베스","39","39","0","39","@{ko=엘리자베스; en=Elrijabeseu}"
"5048","연흠","39","39","35","4","@{ko=연흠; en=Yeonheum}"
"5048","영돈","39","39","39","0","@{ko=영돈; en=Yeongdon}"
"5048","예동","39","39","37","2","@{ko=예동; en=Yedong}"
"5048","우향","39","39","1","38","@{ko=우향; en=Uhyang}"
"5048","우화","39","39","4","35","@{ko=우화; en=Uhwa}"
"5048","울","39","39","27","12","@{ko=울; en=Ul}"
"5048","원담","39","39","37","2","@{ko=원담; en=Wondam}"
"5048","유제","39","39","33","6","@{ko=유제; en=Yuje}"
"5048","윤신","39","39","24","15","@{ko=윤신; en=Yunsin}"
"5048","은솜","39","39","1","38","@{ko=은솜; en=Eunsom}"
"5048","은용","39","39","37","2","@{ko=은용; en=Eunyong}"
"5048","이을","39","39","14","25","@{ko=이을; en=Ieul}"
"5048","이태","39","39","39","0","@{ko=이태; en=Itae}"
"5048","자림","39","39","11","28","@{ko=자림; en=Jarim}"
"5048","정성","39","39","27","12","@{ko=정성; en=Jeongseong}"
"5048","정순","39","39","2","37","@{ko=정순; en=Jeongsun}"
"5048","정필","39","39","37","2","@{ko=정필; en=Jeongpil}"
"5048","제운","39","39","38","1","@{ko=제운; en=Jeun}"
"5048","조희","39","39","5","34","@{ko=조희; en=Johui}"
"5048","종영","39","39","38","1","@{ko=종영; en=Jongyeong}"
"5048","주역","39","39","38","1","@{ko=주역; en=Juyeok}"
"5048","준욱","39","39","39","0","@{ko=준욱; en=Junuk}"
"5048","준필","39","39","39","0","@{ko=준필; en=Junpil}"
"5048","지항","39","39","34","5","@{ko=지항; en=Jihang}"
"5048","진택","39","39","39","0","@{ko=진택; en=Jintaek}"
"5048","찬효","39","39","34","5","@{ko=찬효; en=Chanhyo}"
"5048","창기","39","39","39","0","@{ko=창기; en=Changgi}"
"5048","창원","39","39","39","0","@{ko=창원; en=Changwon}"
"5048","채란","39","39","0","39","@{ko=채란; en=Chaeran}"
"5048","청현","39","39","31","8","@{ko=청현; en=Cheonghyeon}"
"5048","태재","39","39","37","2","@{ko=태재; en=Taejae}"
"5048","하형","39","39","27","12","@{ko=하형; en=Hahyeong}"
"5048","해상","39","39","35","4","@{ko=해상; en=Haesang}"
"5048","헌영","39","39","33","6","@{ko=헌영; en=Heonyeong}"
"5048","현록","39","39","39","0","@{ko=현록; en=Hyeonrok}"
"5048","현신","39","39","30","9","@{ko=현신; en=Hyeonsin}"
"5048","호람","39","39","36","3","@{ko=호람; en=Horam}"
"5048","홍성","39","39","39","0","@{ko=홍성; en=Hongseong}"
"5048","환민","39","39","38","1","@{ko=환민; en=Hwanmin}"
"5048","환빈","39","39","37","2","@{ko=환빈; en=Hwanbin}"
"5048","효솔","39","39","2","37","@{ko=효솔; en=Hyosol}"
"5048","훈성","39","39","39","0","@{ko=훈성; en=Hunseong}"
"5048","휘아","39","39","5","34","@{ko=휘아; en=Hwia}"
"5048","흥민","39","39","39","0","@{ko=흥민; en=Heungmin}"
"5114","강태","38","38","38","0","@{ko=강태; en=Gangtae}"
"5114","겨루","38","38","33","5","@{ko=겨루; en=Gyeoru}"
"5114","고경","38","38","12","26","@{ko=고경; en=Gogyeong}"
"5114","관진","38","38","37","1","@{ko=관진; en=Gwanjin}"
"5114","광성","38","38","38","0","@{ko=광성; en=Gwangseong}"
"5114","교담","38","38","23","15","@{ko=교담; en=Gyodam}"
"5114","글로리아","38","38","0","38","@{ko=글로리아; en=Geulroria}"
"5114","금채","38","38","10","28","@{ko=금채; en=Geumchae}"
"5114","남균","38","38","38","0","@{ko=남균; en=Namgyun}"
"5114","남효","38","38","17","21","@{ko=남효; en=Namhyo}"
"5114","다승","38","38","32","6","@{ko=다승; en=Daseung}"
"5114","다환","38","38","38","0","@{ko=다환; en=Dahwan}"
"5114","달","38","38","10","28","@{ko=달; en=Dal}"
"5114","려나","38","38","0","38","@{ko=려나; en=Ryeona}"
"5114","륜희","38","38","5","33","@{ko=륜희; en=Ryunhui}"
"5114","리재","38","38","12","26","@{ko=리재; en=Rijae}"
"5114","메아리","38","38","2","36","@{ko=메아리; en=Meari}"
"5114","명승","38","38","34","4","@{ko=명승; en=Myeongseung}"
"5114","명연","38","38","21","17","@{ko=명연; en=Myeongyeon}"
"5114","묘정","38","38","1","37","@{ko=묘정; en=Myojeong}"
"5114","민학","38","38","38","0","@{ko=민학; en=Minhak}"
"5114","선해","38","38","7","31","@{ko=선해; en=Seonhae}"
"5114","성만","38","38","38","0","@{ko=성만; en=Seongman}"
"5114","세흠","38","38","36","2","@{ko=세흠; en=Seheum}"
"5114","소화","38","38","1","37","@{ko=소화; en=Sohwa}"
"5114","송언","38","38","13","25","@{ko=송언; en=Songeon}"
"5114","슬지","38","38","0","38","@{ko=슬지; en=Seulji}"
"5114","승덕","38","38","38","0","@{ko=승덕; en=Seungdeok}"
"5114","승의","38","38","31","7","@{ko=승의; en=Seungui}"
"5114","시야","38","38","9","29","@{ko=시야; en=Siya}"
"5114","시인","38","38","9","29","@{ko=시인; en=Siin}"
"5114","아송","38","38","2","36","@{ko=아송; en=Asong}"
"5114","안리","38","38","5","33","@{ko=안리; en=Anri}"
"5114","영언","38","38","20","18","@{ko=영언; en=Yeongeon}"
"5114","예언","38","38","9","29","@{ko=예언; en=Yeeon}"
"5114","우슬","38","38","12","26","@{ko=우슬; en=Useul}"
"5114","유중","38","38","36","2","@{ko=유중; en=Yujung}"
"5114","일규","38","38","34","4","@{ko=일규; en=Ilgyu}"
"5114","자명","38","38","26","12","@{ko=자명; en=Jamyeong}"
"5114","장헌","38","38","38","0","@{ko=장헌; en=Jangheon}"
"5114","정숙","38","38","0","38","@{ko=정숙; en=Jeongsuk}"
"5114","제온","38","38","37","1","@{ko=제온; en=Jeon}"
"5114","제임","38","38","19","19","@{ko=제임; en=Jeim}"
"5114","주와","38","38","15","23","@{ko=주와; en=Juwa}"
"5114","중연","38","38","35","3","@{ko=중연; en=Jungyeon}"
"5114","진광","38","38","37","1","@{ko=진광; en=Jingwang}"
"5114","진산","38","38","38","0","@{ko=진산; en=Jinsan}"
"5114","차미","38","38","1","37","@{ko=차미; en=Chami}"
"5114","찬교","38","38","37","1","@{ko=찬교; en=Changyo}"
"5114","찬명","38","38","38","0","@{ko=찬명; en=Chanmyeong}"
"5114","찬선","38","38","35","3","@{ko=찬선; en=Chanseon}"
"5114","찬은","38","38","30","8","@{ko=찬은; en=Chaneun}"
"5114","창모","38","38","38","0","@{ko=창모; en=Changmo}"
"5114","태엽","38","38","38","0","@{ko=태엽; en=Taeyeop}"
"5114","하룬","38","38","35","3","@{ko=하룬; en=Harun}"
"5114","학선","38","38","36","2","@{ko=학선; en=Hakseon}"
"5114","해경","38","38","4","34","@{ko=해경; en=Haegyeong}"
"5114","향유","38","38","4","34","@{ko=향유; en=Hyangyu}"
"5114","형탁","38","38","38","0","@{ko=형탁; en=Hyeongtak}"
"5114","혜건","38","38","34","4","@{ko=혜건; en=Hyegeon}"
"5114","혜석","38","38","25","13","@{ko=혜석; en=Hyeseok}"
"5114","호운","38","38","35","3","@{ko=호운; en=Houn}"
"5114","홍지","38","38","8","30","@{ko=홍지; en=Hongji}"
"5114","환휘","38","38","34","4","@{ko=환휘; en=Hwanhwi}"
"5114","효슬","38","38","1","37","@{ko=효슬; en=Hyoseul}"
"5179","가별","37","37","8","29","@{ko=가별; en=Gabyeol}"
"5179","강성","37","37","34","3","@{ko=강성; en=Gangseong}"
"5179","건중","37","37","37","0","@{ko=건중; en=Geonjung}"
"5179","경애","37","37","0","37","@{ko=경애; en=Gyeongae}"
"5179","공명","37","37","35","2","@{ko=공명; en=Gongmyeong}"
"5179","관욱","37","37","37","0","@{ko=관욱; en=Gwanuk}"
"5179","권수","37","37","37","0","@{ko=권수; en=Gwonsu}"
"5179","금강","37","37","35","2","@{ko=금강; en=Geumgang}"
"5179","기표","37","37","37","0","@{ko=기표; en=Gipyo}"
"5179","담연","37","37","11","26","@{ko=담연; en=Damyeon}"
"5179","대상","37","37","37","0","@{ko=대상; en=Daesang}"
"5179","덕훈","37","37","37","0","@{ko=덕훈; en=Deokhun}"
"5179","두한","37","37","37","0","@{ko=두한; en=Duhan}"
"5179","라우","37","37","25","12","@{ko=라우; en=Rau}"
"5179","래민","37","37","28","9","@{ko=래민; en=Raemin}"
"5179","루이스","37","37","33","4","@{ko=루이스; en=Ruiseu}"
"5179","룸","37","37","19","18","@{ko=룸; en=Rum}"
"5179","륜아","37","37","0","37","@{ko=륜아; en=Ryuna}"
"5179","마나","37","37","0","37","@{ko=마나; en=Mana}"
"5179","밝음","37","37","16","21","@{ko=밝음; en=Bakeum}"
"5179","비비안","37","37","0","37","@{ko=비비안; en=Bibian}"
"5179","상웅","37","37","37","0","@{ko=상웅; en=Sangung}"
"5179","상정","37","37","30","7","@{ko=상정; en=Sangjeong}"
"5179","설준","37","37","37","0","@{ko=설준; en=Seoljun}"
"5179","성산","37","37","37","0","@{ko=성산; en=Seongsan}"
"5179","세익","37","37","37","0","@{ko=세익; en=Seik}"
"5179","수주","37","37","9","28","@{ko=수주; en=Suju}"
"5179","순욱","37","37","37","0","@{ko=순욱; en=Sunuk}"
"5179","시훤","37","37","35","2","@{ko=시훤; en=Sihwon}"
"5179","신준","37","37","37","0","@{ko=신준; en=Sinjun}"
"5179","에리카","37","37","0","37","@{ko=에리카; en=Erika}"
"5179","예론","37","37","5","32","@{ko=예론; en=Yeron}"
"5179","예손","37","37","13","24","@{ko=예손; en=Yeson}"
"5179","오연","37","37","18","19","@{ko=오연; en=Oyeon}"
"5179","온겸","37","37","33","4","@{ko=온겸; en=Ongyeom}"
"5179","완규","37","37","37","0","@{ko=완규; en=Wangyu}"
"5179","원도","37","37","37","0","@{ko=원도; en=Wondo}"
"5179","유토","37","37","36","1","@{ko=유토; en=Yuto}"
"5179","율린","37","37","3","34","@{ko=율린; en=Yulrin}"
"5179","은구","37","37","35","2","@{ko=은구; en=Eungu}"
"5179","의한","37","37","36","1","@{ko=의한; en=Uihan}"
"5179","인형","37","37","17","20","@{ko=인형; en=Inhyeong}"
"5179","인효","37","37","27","10","@{ko=인효; en=Inhyo}"
"5179","재솔","37","37","27","10","@{ko=재솔; en=Jaesol}"
"5179","제시","37","37","17","20","@{ko=제시; en=Jesi}"
"5179","종언","37","37","37","0","@{ko=종언; en=Jongeon}"
"5179","준권","37","37","37","0","@{ko=준권; en=Jungwon}"
"5179","줄리","37","37","0","37","@{ko=줄리; en=Julri}"
"5179","진비","37","37","4","33","@{ko=진비; en=Jinbi}"
"5179","차준","37","37","37","0","@{ko=차준; en=Chajun}"
"5179","채겸","37","37","30","7","@{ko=채겸; en=Chaegyeom}"
"5179","치형","37","37","37","0","@{ko=치형; en=Chihyeong}"
"5179","태결","37","37","37","0","@{ko=태결; en=Taegyeol}"
"5179","해훈","37","37","36","1","@{ko=해훈; en=Haehun}"
"5179","헤라","37","37","1","36","@{ko=헤라; en=Hera}"
"5179","혁기","37","37","37","0","@{ko=혁기; en=Hyeokgi}"
"5179","홍선","37","37","29","8","@{ko=홍선; en=Hongseon}"
"5179","황희","37","37","31","6","@{ko=황희; en=Hwanghui}"
"5179","효송","37","37","2","35","@{ko=효송; en=Hyosong}"
"5179","후찬","37","37","37","0","@{ko=후찬; en=Huchan}"
"5179","희욱","37","37","34","3","@{ko=희욱; en=Huiuk}"
"5240","경국","36","36","36","0","@{ko=경국; en=Gyeongguk}"
"5240","국희","36","36","3","33","@{ko=국희; en=Gukhui}"
"5240","기강","36","36","35","1","@{ko=기강; en=Gigang}"
"5240","나한","36","36","28","8","@{ko=나한; en=Nahan}"
"5240","두윤","36","36","33","3","@{ko=두윤; en=Duyun}"
"5240","두율","36","36","34","2","@{ko=두율; en=Duyul}"
"5240","려안","36","36","9","27","@{ko=려안; en=Ryeoan}"
"5240","로즈","36","36","0","36","@{ko=로즈; en=Rojeu}"
"5240","륜우","36","36","31","5","@{ko=륜우; en=Ryunu}"
"5240","명국","36","36","35","1","@{ko=명국; en=Myeongguk}"
"5240","명미","36","36","0","36","@{ko=명미; en=Myeongmi}"
"5240","무송","36","36","33","3","@{ko=무송; en=Musong}"
"5240","밀라","36","36","0","36","@{ko=밀라; en=Milra}"
"5240","상국","36","36","36","0","@{ko=상국; en=Sangguk}"
"5240","새늘","36","36","8","28","@{ko=새늘; en=Saeneul}"
"5240","서애","36","36","1","35","@{ko=서애; en=Seoae}"
"5240","서종","36","36","36","0","@{ko=서종; en=Seojong}"
"5240","서훤","36","36","28","8","@{ko=서훤; en=Seohwon}"
"5240","선범","36","36","36","0","@{ko=선범; en=Seonbeom}"
"5240","셀린","36","36","0","36","@{ko=셀린; en=Selrin}"
"5240","솔현","36","36","19","17","@{ko=솔현; en=Solhyeon}"
"5240","수로","36","36","36","0","@{ko=수로; en=Suro}"
"5240","시을","36","36","10","26","@{ko=시을; en=Sieul}"
"5240","아솜","36","36","0","36","@{ko=아솜; en=Asom}"
"5240","언주","36","36","7","29","@{ko=언주; en=Eonju}"
